text,label
"id like to know the opinion of a level headed, open minded perspective of an atheist on this.",0
God damn...1600 in rent you must live in a nice ass place power to you man keep kickin it,1
This fake ass stunt,1
The problem is the politicians not the religions,0
If course they only make trump look bad. Fake as fuck. Expose both sides,1
"NEGAN KILLED ABRAHAM AND GLENN , stupid democrats",1
"You tought she was going to say bye, but it was me, ADIOS!",0
Why does it matter that he is black this should happen to no one.,0
I may vomit from my ass but I don't eat from my ass,1
"Unemployment continues to fall under Trump for all races, the economy is getting better. Obama did nothing except take a billion dollars in cash and give it to Iran. If any president was going to do something for the poor he should have but didn't.  Trump knows we all need jobs for our families. Stop looking in the the revision mirror, drive looking forward.",0
The convicted girl is scum.,1
Embarassing is spelled wrong lmao,1
"Smoke means water vapor also earth is made of water before the stars formation, quran is rubbish",1
"Fuck you mark meadows, you worthless piece of shit! you are a disgrace to North Carolina and humanity!",1
6:36 ' he could be worth a GDP of a certain country' who the fuck can possibly know that?,1
that pizza looks fuckin disgusting,1
i think all of america should come forward now before either one of these 2 make us all rape victims neither one should be president,0
Donald Trump has hosted SNL on two different occasions  but they still bash the even living hell out of him. lol!!,1
"These guys have it too often their way .....probably stopping blacks willy nilly.....Although.....what is so unusual about 
""stopping a state attorney""  ??...what was so controversial about this ""incident"" ?? Police should never ever get it in their heads to stop those at the higher echelons of power ?......",0
When u tell ur roommate to stfu and he goes on,1
I love this song!,0
"Love that the car lot got owned for their reprehensible behavior(s). All of them should have been fired, not just the big-mouthed bitch at the end.",1
is that fucking Alek Baldwin as trump,1
haha shut her basic white ass down,1
"Seriously, I wish I could have an opinion on Islam... I respect very much women like this one from the video, but it really doesn't convince me of the benevolence of Islam towards women...
Really, everyone can quote ine verse that say a peaceful thing and another verse that says the exact opposite...
Islamis a damn complicated thing !",1
"In Australia we do not tip, most delivery guys try to give tips back. The Boss should pay the freaking wages not the customer, that is ass backwards. The customer pays for the food and the boss pays the workers. Gee wizz.",1
the gay is no good he is taking its power that is not okay this is in conflict with the human rights,1
Isnt the quran the book of allah because allah seems stupid in this video and that legit makes me laugh,1
"Chairman of wisdom.... ur handling of the issue is an epitome of how grace goes with age. 
In most cases, common sense ain’t common and age is not equivalent to wisdom.
Thank you Mr chairman!!!!!",0
Hey Trump supporters...stop biching in the comments and go watch the sex tape your presidential candidate was tweeting about at 4am (right after he creamed his jeans!). lol,1
Didn’t know saying “adios” was a bad thing,0
its so stupid how they put movie scenes in every youtube video,1
"I mean I get why the the judge raised the bail when she flipped him but why did he do that when she just said adios, the judge charged her an extra 5000$ dollars for just saying adios??",0
Everyone was up Bill Clinton ass and almost impeached him because he slept with another woman but we can't impeach Trump for siding with the rich and making global warming even worse starting fights with other countries like wtf wrong with ya,1
"Im kinda on the fence here

She has way too much sass 
But the judge seems abit mouldy",0
"The phrase ""He/She is just playing 'the victim card'."" is the biggest load of dagshit by assholes who only want to shutdown people (with actual grievances) they disagree with, they whine and bitch about really trivial bullshit and take offense when people don't take them seriously. FUCK THOSE RACIEST ASSHOLES!!!",1
"I hope there's someone to do the volunteers to translate this great video to all most majority muslims country in the world like Pakistan, Malaysia, Turk, Saudi or Somalia etc with their native language",0
A conversation of the three idiots. Joke!,0
i'd slap the fuck outta that bitch,1
Why didn’t someone remind Ben that he’s a dummy who says things somebody else writes for a living? Wow. What a dummy.,1
"I am flagging all foul-mouthed and bigoted militant atheists on Christian upload sites.  There's really no more point in replying to these lunatic religious fanatics as their hatred is equivalent to that of Islamic terrorists after a while.  Total waste of time on a bunch of unreasonable, stupid and foul-mouthed trolls and only reporting abuse would phase them out!  ",1
"I would think it to be a better job by cutting off his head . Much , much better . 🖕🏽",0
"Dumbo, go and find another hobby,  you are too stupid to understand the truth!!!",1
Damn she fine I woulda banged her for 30 days no problem gimme 60 pls  adios😂,0
"what puzzle's me is if the guy in the blue shirt didn't work there then wtf was he doing sitting behind the desk, like he was the manager or some shit....i think F & R auto's needs to have a total staff renewal, and have a policy of non staff member''s stay from behind the desks, shame on you ya bunch of retards.",1
"God showed himself to me last night, he is real!! Believe or you will go to hell!!",1
We have santa over here getting offended by the word adios and he gets her pissed off and then the bitch goes and flips him off how stupid can you be to flip off a judge and she said fuck you    the only thing he is gonna do is the same thing he did to make her mad in the first place,1
Pls keep preserve all copy of Quran from old to new addition. So if this Muslim most probably correct all mistake  from Quran rewrite and would say that it was written from  very beganing of creation from Allah. So beware to preserve some of this Quran copy for our future generations that they wouldn't be fool by this Muslim con man.,0
Should have punched that cunt in the throat.,1
It wasn't racist. It's racist people who think this comment was racist. This is why the rise of the racist organisation black lives matter has increased ten fold,0
Fake bitch,1
It's time to call  the law on the lady.,0
"tbh i hate how the person playing hillary is so cocky. you are insulting her by acting so childish. alic baldwin is the star of these skits because hes the best donald trump impersonator. he is the funny part of this, not her. that being said, i think the ken bone joke was mean. all he did was comment on a view porn videos. lol. hes still adorable.",1
"Recipe:

1 cup of failed dreams
1/2 cup of sleaze 
7 tbsp of hair grease 
1 GED
3/4 tbsp haste

Set oven to 130° (half baked), then mix all ingredients in an ashtray. Place slop on a sleazed pan, then place in oven for 15 minutes. Enjoy your car salesman.",1
I'm converted to islam few years ago  Alhamdulillah islam is amazing now I'm proud to be muslim,0
"Sorry, but I got quick reflexes. I would have snatched that key right on back like bish. U mad cause I got a dope ass pool and u don't?",1
"Why can't we just get Kanye some therapy. It's hard to believe the artist who created something like Murder for Excellence is going around supporting anti-BLM, white supremacist crap",1
"We pulled you over because your skin ....I mean windows are dark. LoL yeah she fell for that.  #gobustacrackhead
#makeamericawhiteagain",0
"Richard should learn something from JESUS, if Jesus was so intellitent and He believed in God, why then people do not believe in God? Did they get stupid in their intelligence?",1
The Judge was more upset at her for being of Mexican ancestry and having her behavior in life make the rest of the Mexicans look bad.  All it takes is one bad apple to make the rest of the apples look bad in the barrel.  We all get stereotyped by a fellow races or countryman actions.  That judge was Mexican too and couldn't stand a fellow countryman making him look bad.,0
"So whats the other side of the story, is this journalism or an editorial",0
"haha first time i watched this i thought it was real haha, very funny though❤ please make more im laughing my ass off😂❤",1
"Why are they facing scrutiny. 
I'm confused. 
What has me tripping is the officers are facing scrutiny, and the media reported as such",0
"By looking at the comment section you can see more anti Islamic comments than anti Hindu comments,  this alone shows how most Hindus are and I dont believe Hinduism taught about hate towards any religion",0
Bat shit crazy,1
"I hate how they rag on Ken Bone

seriously? He's a creep because he likes porn?
Everyone likes porn dude",1
"Piece of shit, power-tripping judge. People like him should be publicly executed.",1
Very stupid people....,1
She knows now..,0
Not gonna lie that looks like some balling ass pizza,1
"That woman was displaying both, how much of a racist she is as well how badly she wanted to blame OTHERS for it that she almost brought herself to tears.  That's some intense racism.  And what a surprise, she's from the North.  The kkk has nothing on that Palestinian woman, I think we have a new poster child for racial hatred folks.  Her name is Rashida Tlaib",0
"South is still home to the bunch of dirty racist people's ..
who love to have lots of guns and baby with their own relatives..
Mostly are serial killer or child molester for no reason..",1
So many people blaming the judge. Likely sassy little shits themselves.,1
Anyone else see white subtitles instead of the classic black and white?,0
"Republicans are morons about racism. They do not see it in themselves or their friends for they refuse to hear a minority talk about it. Hence why the Alt-Wrong, KKK and other wannabe nazis VOTE REPUBLICAN. 

Hell most of the GOP screams about how whites are being racially discriminated against. And why so-called ""mens rights groups"", who do not believe rape is even real VOTE REPUBLICAN

GOP is obscene.",1
Go fuck yourself cnn you are fake news,1
how stupid does snl look now?,1
See this is why position of power matter,0
"LMAO.... Shove your tears up your racist ass, bitch! Trump 2020",1
Sam Harris and I quote there are 100's of millions of muslims of who don't take the faith seriously and don't want to kill.  Correction there are 100's of millions of muslims that do take their faith seriously and don't want to kill.  Any-way out of the 1.3 billion muslims very few 0.0 something percent do not want to kill !!,1
Wait that wasn't the real presidential debate ? well I'll be damn. fooled me lolz,1
The Archangel Gabriel appears in Holy Bible Scriptures Old Testament Revelation Chapters told of 1/3 fell from heaven with Satan. He also appears to Daniel in the book of Daniel and saved Daniel from the Lions den and gave him visions.,0
Just answer the question ... what's happening in Malaysia today....you are not an Evangelist..a fighter cock for sure.,1
Shes got a big ass nose,1
"“The Republican Party IS the party of limited government, fiscal responsibility and ethical values...”. Where the fuck have YOU been lady?  Might be the lie you tell yourself to keep cashing them checks honey, but that hasn’t been true for the last few years at least.",1
Racism will never go away... smfh😔,0
"Judges have too much power, the 1st amendment should apply to what you say to them",0
Ben asshat is such a beta bitch boy who has no clue what it's like outside of his celebrity bubble,1
"The judge isn't there to judge her behavior, his job is to correct her crime about what she did wrong to be in that position she is. To me she sounded nice and sweat. Her way of speaking isn't your right to punish.",0
I wonder if the j in Donald j trump is for jackass,1
started off as them making her pull out her information and ended up with her making them pull out theirs lmao love it,0
"It happens in Europe all the time! FIne if the white man dates any other race, Black males are seen as cool with a white female but an Asian male with white women, the women are seen as a slag!",1
"Seems like they only bash Donald Trump, I guess SNL are a bunch of dumbass democrats like the rest of the government LMAO",1
its funny all are laughing while talking about God and stuff but inside they really wanna kill somebody or get kill...they just dont want a religious war .....but still if we dont then where do we go from here...,1
Hillary has a dick and a hairy chest.,1
What's the problem? She's too good to have to have a license plate?,0
Would've kicked her to the pool and called the cops for going to some stranger's pool uninvited,0
I'll put my dick in tht females ass dirty slag,1
this guy has pure evil in him Satan in disquise praise you jesus,0
She's hot tho...,0
She won't be going down the border,0
She is looking at a short life.   I think her pimp will kill her.,1
Ask for drivers license-if none-throw his black ass out.,1
I’m a door-to-door salesman. If I got this much public support every time a customer was rude to me I would be shitting my pants with joy,1
"I am pagan, actually... what i see here is... Muslim Christian and Jew was clashing each other because of Muhammad, Jesus and Moses... not because of GOD. but this 3 major religions was originally come from 1 GOD and deliver to human via 3 different path in 3 different era. for me, my personal opinions... just focus on one thing... GOD. that all... sorry if I'm wrong.",0
"Omg! Extremely shocked to see the knowledge of that man! Zakir knows so much about Darwin's theory natural selection about science! 
Is this a man or Machine",0
"Yeah, coming from a westernized ""muslim"" woman who wouldn't know the difference between the Quran and a Phone book...",0
You are the biggest liars ever.,0
She had a fat booty tho,1
"Isis means, Israel secret intelligence service.",0
""" The sign says you can ask anyone to leave"" lmfao fail racist!",1
if this isnt set up i lost my faith in humanity,0
Oh those White people you complain about....they’re called Americans.,0
Rude people will always be here,0
The gay Christians whole life living as a gay is a Contradiction to what the Bible says. Glad he atleast noticed that. I'm still shocked at the fact that this gay or any gay continues to follow the bible.,1
Never go against somebody with power over your life like that,0
This happened to my buddy he got pissed and blew and I put all the clothes back I was gonna buy which was worth about 300 dollars so that hurts them in the long run,0
I love hinduism,0
"I don't think Alec Baldwin impersonates Trump very well, but the persona that he has created in trying to impersonate him has become a personality all of it's own and it's hilarious!",0
"Kek, biased SNL can't even realize that Hillary is a huge fucking idiot.",1
Look at that bitch ass female tryna act all tough. If she said that to me I’ll snap her damn twig headass in half.,1
What a bunch of cheap and disrespectful asses at that car lot. Disgusting!!!,1
What a dumb Bitch. She must have shit for brains! I bet she loves being in jail. Another pillar of society??????,1
"The past is very obscure and time has obscured each religion as well.

This is why I am not a normal christian. I believe in God, but I don't believe that any belief can trump or replace evidence.",0
"Ashton Kutcher is my Iraqi enemy, of weapons of mass destruction exposure to Iraqis in Dublin saga! that's why we gave him a face of JESUS CHRIST! when he's just a arabian nigga!!@",1
So Angela is crying because people are calling her racist. Good. Maybe now she knows how it feels for white people who don't have a racist bone in their body to be called racist.,0
Honestly the pizza guy was partly in the wrong i work for dominos and we always tell our delivery guys to always give them their change without asking but the people at that buisness shouldn't have taken it that far they were rude as fuck even if they hadnt closed down they wouldnt have ever gotten an order from my store again,1
permit patty 🤣😂😂😂she really hid behind the wall lol sounds about white,0
EXACTLY why I vote every judge out every election. This is abuse of power and corruption from his self righteous ego,0
"Glad that judge put that punk bitch in her place.
I hope she had a good time in jail.",1
"""I want his job"" lmao your business closed so go for it, you can be a delivery driver now that you're out of a job 🤗",1
1:31 listen to how boss she really is,0
"Dear republican woman, A person CANNOT marry a beast for a VERY simple reason. Animals CANNOT consent.
A Dog or a cow cannot understand the CONTRACT of marriage. In order for ANY contract to be valid, All parties must understand what the provisions of said contract mean. So PLEASE stop asking that very stupid question.   Thank you.",1
"im persian living in ""islamic republic of iran"" and ben afleck is fucking moron, sam harris was a 100% correct",1
"Yea that tape worked real good, didn't it?",0
Unbelievable people still believe in CNN fake ass news stories,1
Judge was nice. Would have given her 2 months to show her generation that being a smartass dbag will just get your dumbass in trouble.,1
"you do realize if trump doesn't win, we are screwed.",1
wtf y are mean.,1
"is saying u support Trump the same as saying..""""hey everyone, I'm with stupid""?😉",1
"it's not because you're black lady, ti's because that's how the cops roll. run random tags. stop race baiting.",0
Spoiled twat,1
"This was such a set up. They got 2 stupid speakers and one good one. The Christian was so weak. The Jew was too. 
As a Christian I’m disgusted with the mishandling of the Bible and the Holy Spirit which their are supposed to have.",1
for fuck sakes mindy! you pooped on the treadmill again!,1
"Little 8 year old girl needs a permit, comon lady get back in your house and get a life",0
"Cops: Have a good day.
Lady: (rolls up window) Siri, add fire a couple of mother fuckers to my to-do list...",1
Dawkins & this stupid interviewer is proof that Hell needs more firewood.,1
Why do these callers have the same look?,0
This is the exact reason why we are called the believers. Though there might a lot of things that doesnt make sense in the Quran. We still choose to believe it. Why? I dont know to be honest. But i truly believe in Allah and my Prophet Muhammad.,0
Please you know that IDIOT in the blue shirt was an employee maybe the manager no outside person would be sitting in that chair being exposed to that info on the computer.... Please do you think AMERICA is stupid... Another thing they were WHITE greedy people as always...99   % are....,1
Wait ... her mom just lost her job and she’s trying to go to Disneyland? Fack. I HAVE a job and I can’t go to Disneyland. Probably for the best ... I’m too old to go anyway.,1
"My girlfriend stopped letting me play with her boobs because of Islam


Now i'm a sad guy with revoked boob-rights",1
Please those stupid ideas comes from  the jews. Moses heard a voice out of the fire. This is like sauron from lord of the rings. Not more then a fairy tale! Avoid mono god religions!,1
"This is veeeery interesting, so the government is allowed under any circumstances that they deem is acceptable to use physical force an it's okay, but I wonder can the people use physical force on the government an is that acceptable? I guess if your a leader of the public servant you lead by example. So by that example people should use force on the government??? Very interesting 🤔👍",0
Stop your bullshit false propaganda bbc fake news professional liars,1
Larry David is fucking funny.,1
"Viva AMLO el mejor para presidente de mexico 2018, la patria es primero, viva México con morena hasta el final,",0
"“I hope it’s not a majority of the Republican Party”
Don you are by far the most petulant, bad faith, limp wrist’d, Beta bitch boy on CNN by far and that’s saying a LOT",1
"No inventes 6 perros y no pudieron / bueno que se podía esperar de Milenio ! 

😂🤣",1
Awwwwww how sweet you millennial's have the internet back in my day WE HAD HE MAFIA!!!  Take care yo business bitch,1
The Koran (and this goes for all religious books) isn't worth the paper it's written on. It's all based on people making things up in order to gain control or influence over other people for whatever political or personal reasons they had at the time. Why you would even equate anything in such books with modern day scientific knowledge is beyond me. It's all a pile of old dog shit.,1
Karma bitch,1
Allah is gay,1
"while I enjoyed the anecdotal parts of this talk, and the overall message, the moral of this story is idealism of a sort. Read chapter 4 verse 34 of the Quran and try convincing me that gender inequalities in the Muslim world are the result of  'distorted religious messaging'. '",0
Poor guy not able to have an erection causing him to abuse little girls. Funny video tho.,1
If it was $42 then why did they put two fives instead of one???,0
This is stupid and a distraction from the real issues.,1
disliked for that NASTY fuckin pizza at the end lmao like what the fuck,1
"Okay. Nothing is funny anymore. This is the first time I've been nervous about that state of our country. This shit is all our fault, because we allowed it to happen. We are fucked...royally.",1
jared. what a stupid name,1
Ben affleck is the best those other people who are aguring with them scream that old guy with the gray hair looks like Donald trumps asshole and screw the other guy beat him looks like gru with hair that long ass ugly nose Ben affleck is the best defending Muslims even when he is not it’s just the best brings a tear to my eye. ❤️❤️❤️❤️,1
"rules for life... don't fuck with ppl that prepare/transport food, do hair, hold power (cops ect), or coach gymnastics/tumbling because they will fuck you up",1
"the basis of all religions...(from time of aztecs...pharaohs..ancient greeks.. moses christ mohammed..etc..)is  that there are..and will always be  idiots who believe that a human being (be it moses ,pharaoh,christ,mohammed..etc) has comunicated with god or angels !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
""religion was created when the first conman met the first idiot..""",0
State Attorney should not have tint on her car...she should know the law...,0
"What a fucking asshole that judge was. Or atleast, that the clips in the video make him out to be.",1
Meddling meadows haha 😆 is a fucking racist period!!,1
"Angela Rye is officially full of shit, just another racist shit talker on fake news CNN! She's like the female Malcolm X.",1
You can send her over miine .... I'll punish her ....,0
"Kate is smoking hot, love her eyes. She was awesome in the URL skit.",0
"Black people of the world, always love yourselves. no matter what",0
"I would have came back at night, smashed all the windows and burn the company to the ground",0
what is so funny about mocking your future leader lmao,1
"What a shrill woman. Typical manipulative female tactics to accuse without facts and speak from emotion, blatantly calling someone without proof, a racist. She’s human scum.",1
"1:12 - Ben's sniff is hilarious. He was so mad here, he was this pissed before Sam had even said anything.",1
"Its sad that a comedy skit gets more clout,  as opposed to the real debate that went on against Donald Dump vs. Hilarious flippin....",0
*I’m a stay at home slut gold digger*,1
More huff lady,0
Religion is not for mature people,0
17k butt hurt Trump turds lol,1
So satisfying equalizing this world thru internet coordination. Good job everyone! You kick ass!,1
"Dear USA

We don't hate you because of your freedom, we hate you because of shit like this.

Regards
The World",1
"allah, the muslim god, prays (like any other man)...",0
Maybe a plastic bag tied really tight around his entire face will work out better!!,0
Wow this is bias fuck snl fuck Hillary I don't want a person that put national security at risk and all this other shit when TRUMP said some mean things fuck u guys,1
Most religious leaders are Atheists they just use their stupid followers for money. Clever that and LEGAL!,1
"butthurt old fuck, someone ought to teach him a lesson. pathetic swine.",1
fuck these guys someone should not be judged by their skin colour,1
"This video proves that Religious people are not the problem, the problems are politicians using religion to wage wars and exploit others",0
sorry but that chick is hot !!,0
of course this ted video has way more dislikes then the others. Looks like these Islamic morons cannot take the truth like they take goats dicks.,1
"Do those deputies make house calls?
I would like to take them to my job and tape the mouths of my yapping coworkers.",0
There is a media blackout on wikileaks Hillary Clintons intimidation of rape victims is being ignored for fake Accusations that have been debunked. Now they threaten nuclear war with Russia for probably no reason other than they can.  STAY AWAKE PEOPLE!,1
"Smart mouth spoiled brat Foreigner got exactly what she deserved she needed more I would have set bail at $500,000 and give her six months in County for her smart ass reactions and remarks",1
I love it when justice prevails ! :D,0
"Judge having a power trip hahaha. If the judge can't handle a little sass, he should be making sandwiches for the real men who can handle her. I have had people tell me tor fuck off, I just laugh, and go on my merry way
 hahaha.",1
What's the point of this video? You don't think State Attorneys are able to be pulled over like anyone else?,0
"""They are ripping babies out of vaginas..."" , I hit the floor.",0
"that judge did that right thing, dont be a little bitch and nothing will happen to you",1
"Judaism doesn't require any people to convert. To have a portion in Heaven all you need to keep is the seven noahide laws.


https://www.chabad.org/library/article_cdo/aid/62221/jewish/The-7-Noahide-Laws-Universal-Morality.htm",0
Looks like fake tears to me ...poor poor little snow flake,0
*Honestly I’m not surprised that those greedy bitches didn’t do shit for the guy. I mean they’re shopping on a Wall Street store. Of course they’re not going to stand up for anyone*,1
"South Park made fun of Hillary being nasty in the episode the tooth fairy tats 2000. The news reporter says,""To which Hillary Clinton replies I don't even like vagina."" Crooked politrix!",1
"I had no suitable wardrobe when I got my first office job so I began buying classic, high end pieces on lay-a-way. I needed a dress coat from an old established women’s store and asked the sales woman about lay-a-way. She laughed at me and caused a scene about how I couldn’t afford to shop there. I am white.",0
I find it funny when people say islam is peace and muslims are not extremists..whereas islam is the only religion which is spread through war (jihad) from the time of Muhammad.,0
omg she just said good by in spanish why he get so mad and of course she gona show the middle finger at him that was pretty unfair,1
What did she say?,0
Donald trump was spinning out of control I thought he was spinning out of control ever since his parents dropped him on his head,0
"Just cut his head off , he quit talkin",0
"He was lieing(IMAMA OMAN SULEIMAN) that first hospital and University was founded by Muslim. 
But the fact or you can say truth is world oldest University in INDIA that is NALADA UNIVERSITY which was destroyed by Muslim invedors and another thing which he was talking about hospital world oldest medicine technique is ayurveda.  I THINK SO HE IS A STUDENT OF SAME BANANA UNIVERSITY. HA HA 😂🤣",0
Anyone else think that pizza they show in the video looks like complete shit,1
"That ""pizza"" looks like it has 3rd degree burns...",0
"Kanye tweeted a pic of signed MAGA hat like he's all proud of it. Stop ""trying to understand what he's trying to say"" like he's not just a dumbass saying dumb shit.",1
"She's a cunt, he's on a power trip.  Fuck Americans and American justice.",1
"Why do they have the need to call police ASAP and it’s always white women. I’m a guy I don’t care, if it’s safe to do so and it’s not bothering no one, then go for it.",0
I am Christian from Philippines i respect all religion spread love,0
"I would have beaten both them up so badly, take me to jail I wouldn’t care",0
"this is appalling.. racism and ignorance are still so prevalent,",0
se la pelaron no lo pudieron encorralar los mensos ...AMLO 2018,1
This judge died in 2017,0
I love how they think they can come in and do whatever they want when they have no legitimate reason to do so and then when they get punished for their innapppropriate behavior they act all surprised. It helps to have some common sense.,0
"Great talk , would love to see more of this .",0
"This is America's tip culture for you... 
Pay people properly and this shit doesn't happen.",1
god dam ben is dumb as shit... acting like a fucking child,1
Ben is has thick has fuck,1
"Obviously there is racism, Roy Wood even joked about not being white and not understanding sunburn. Everyone can get sunburned. To think only white ppl can is in itself racism. You are saying you are seperate from another race. We are all from the human race damn it.",1
"Number 7 gives a whole new meaning to the word ""boner"" :D",1
"Why would that delivery boy think he can just ""keep the change"" in the first place?  You properly hand people their change and if they say keep it.  Then you keep it!!!  You fucking Liberals in Massachusetts are fucking ridiculous!!!",1
God i hope Trump wins so that all these pussy liberals lose their shit.,1
Omg what did they do to Cruz!?...also woo first comment!,0
"The girl's a dumbass, the judge is a whiny petty bitch-ass snowflake. Slap her and let her go. Fire him.",1
"Wow these folks are so eyes wide shut, what they’re failing to understand is the Muslim end game is their death and when that day comes their heads too will fall upon the sword of the cult called Islam",0
"So black Americans are racist against kanye because he thinks different than you blacks.. Lmfao.. Smh!



I bet none of you fake blacks will tell anyone shit in their face. Or catch a 1 on 1",1
"i saw many respect comment from non muslim to muslim... thank you bro.. we are ordinary people just like you. we cry, laugh, sad, happy just like you.. may peace be upon all of us 

#IndonesianMuslimHere 😍",0
I believe she had diarrhea or the runs and had to find a way out of their before she poop on herself.,1
That's some nasty ass looking pizza. Remind me never to go there,1
"When the police officer found out she was a state attorney, he attempted to let her go. And gave her the reasons why he stoped her in the first place. And those reasons are legitimate. The police officer wasn't racial profiling or harassing her in any way.",0
What a dick. Charging someone an extra 5000 bucks because they said Adios?,1
I don't even know what permits are even for. Why do we need them?,0
"I'm white and I've been searched before, and I dress normally.  No, I didn't steal anything.",0
One day #ISLAM IS  father of  all religons bcz .. in the past islam ks always the father,0
Evolution of some is a lie and it's fake no dog ever became a bird a cat never became a dog a species never changed into another species we have to prove everything 2 Dawkins but Dawkins has no proof he even mispronounced words to deceive people perversion he says free version which is where it all started from sexual perversion,1
try opening up a lemonade stand if you don't have a permit they will give you a ticket black should not be treated special because they have a shitstain complexion this isn't the Congo jungle we have laws and Order good for that woman that called the cops on their illegal shitstain water selling venture,1
The black have power of BBC,0
My spirit animal,0
Saying this wouldn't happen in Europe that's lies.,0
Now I know the meaning of crocodile tears...,0
"the devil lol. i love that one, im gonna use it next time",0
"Ah well, looks like SNL enjoys the taste of liberal cock. Trump is a piece of shit, this is true, but stop portraying Hillary as some sort of saintly female superhero that's going to save the world, she too, is an evil piece of shit. Which is why on election day, I will be taking my vote, and wiping my purposely not washed for a week, shit encrusted  asshole with it 👍💩",1
"fucking stupid mohammad.hahahahaha
assholes",1
"Everyone is oppressed by religion. Stop saying ""Think of the women"" in your religion-critique. Most men won't have any power, ever. Most women won't have any power, ever.
The religious leaders are a minority of rich assholes.
Islam is rubbish, religion is rubbish, Isis and the Saudi government use scriptures and Hadiths too. If those are so ambiguous and stupidly written that they can be used for war *and* peace, they might be rubbish!",1
Hi tom hanks... And what's her face um i don't know And he is moron?,1
Nah this isn’t fair he over used his power against her  just because she disrespected him doesn’t mean he should over use his power,0
"Even if Islam was the most pro-women religion of them all (which I don't believe for a second), the treatment of women in almost every Islamic country, the honor killings, genital mutilation...in short ""reality"" tells a different story",0
So we going to just gloss over the fact that a dude was recovering from liposuction?!,0
This woman is a racist white person,0
if they split the bill it wouldnt be that bad. they work at a used car lot and are pretending to be better than a pizza delivery guy? for real? obviousley theyre a bunch of cheap ass loser used car sales people.,1
Bet she won't talk to men as friends I know many that don't because of their fucking imaan,1
The bitch deserves it.,1
It's a used car lot! They need that 7 bucks...that will purchase another piece of shit thell sale for 30000,1
"10,000 I would have did 20,000",0
Should have turned around and slap that fucking loud mouth bitch right in the head,1
Classic double speak she was wrong,0
"Whoever likes this will be married in 2025, who ever subs are the kindest people in the world, whoever doesn't is gonna die in hell",1
"If you fancy this cow, make it now!",0
Im proud of my new religion reverted from Christianity to islam....,0
This was a very happy happy spiritual inviting of our lives of differences but one God of faith and love I really love this thank you so much,0
"""President Clinton.""


You know Trump's in trouble when even SNL projects Hillary to win the race.  XD",0
"Racist white people 


Like if u agree",0
She talm bout it was a hot day outside she should have juh bought some water😂,0
"so many muslims in humanity... what this is say about Consciousness??
it's can't be that all muslims are brain dead... how this is possible???????????????   

is it because that fear stops from thinking?
I am puzzled#!!!",0
also why was this stupid bitch more upset about bail being raised than having to spend a month in jail,1
"lady: the devil made me do it

the devil: wtf that’s all you hoe",1
"young and stupid, what else to say..",1
Only religions i can respect as a mulsim are christianity and judaism because they beleive in god,0
apparently Donald can't take this joke,0
"About marriage: The ""Church"" has taken over the marriage ceremony along with the state. My opinion: People can do what they want. Live with whomever they want within the law of the state, but should only be allowed to get legally married after both are over 40 years old. This would cut the divorce rate by over 50%.",0
They did such a good job with this,0
"Holy shit, he got the voice down to a tee.",1
"if they are in the military, rent is never an issue.  The government pays each service member a Basic Allowance for Housing (BAH) to cover the expense that does NOT come as an expense out of their pocket.",0
Religious people are onto something. I do believe it when they say they were created from dirt and incest.,1
It’s funny since the Democratic Party is the leader of labeling and using minorities to push an agenda that supposedly helps them but actually does no help at all and if anything brings negative attention to issues,0
STOP THE HATE!!!!!  we are all Americans.  all in this together come hell or high water...what are we doing with this HATE????? STOP IT!!!!!,1
ben fucking idiot haha islam is shit everyone knows that. f  u ben,1
Why do the owners at that house in Richmond look and sound exactly they way I thought they would? 😒,0
"These things could have been funny if they weren't trying so hard to knock Trump. Considering he won, they just all look stupid and out of touch.",1
love you guys by muslims,0
Mother lost her job... hmm I know let's raise money to go to Disney Land!!! This whole story is bizarre.,0
Thats funny it took a fat white racist woman to get to disneyland lmao,0
"Alhamdulillah. I am a Muslim but I will feel proud to make these blinds see the reality. Thanks for saying everything accurately. ""Prophet Muhammad SAW"" Founded Islamic society and yes Islam was taken by him so it's alright that he is the founder of Islam. Some people are saying that Adam AS is founder but that's not true.",0
I can see that a great deal of thought went into Mr Oxy and Moonshine's profoundly intellectual and deeply philosophical reply. Don't you just love the uneducated?,0
I learned a lot from this video...Thank you so much,0
I  think devil would be mad when people blame him for being racist. I mean devil is the fallen angel and all people are made in the form of God. So devil won't have problem with black or brown skin color.,0
"Good God. I admit CNN is junk news, but look at all the white supremacist comments here. Racism is more alive than its ever been in my lifetime. People of color are speaking honestly and candidly, and white supremacists lose their shit.",1
I would have done the same thing.,0
"I am yazid in iraq, about 1400 years ago muslim kill us and we do not accept ro convert our religion for islam, because we are original people in middle East we know everything about prophet of muslim, he had 12 wife,and sex is single thing is important for him without murder",1
They follow everyone you dumbass obama.,1
Didn't play your cute innocent cards right... Adios.,0
I don't get what's so funny to the woman in the beginning,0
"Is this legal, or even humane? Tape his mouth? Shouldnt you remove the defendant instead?",0
"No wonder Lefties like Islam, talk about built in, cognitive dissonance. And then, there is their common violent reaction to any disagreement. Yet,  you would think feminist would call it all mansplaining, cause much of it sounds like a stupid old fart making up stories, trying to make himself look smart. Not happening.",1
Islam is a cult followed by fools,0
But because u white do u think it's extra ordinary or so special fuck u all white racist your so dump I don't even like to be one,1
